date,time,province,engine_size,accident_count,age_group,severity
18/09/2021,23:43:15,Chiang-Mai, 126cc - 150cc,5.24%,14-Jan,Injury
1/7/2021,8:49:07,Chiang-Mai, 156cc - 300cc,0.75%,14-Jan,Injury
17/04/2021,15:47:25,Chiang-Mai, 400cc - 1000cc,0.50%,14-Jan,Injury
17/08/2021,9:06:18,Chiang-Mai,less-than-110cc,34.66%,14-Jan,Injury
29/07/2021,10:21:06,Bangkok, 111cc - 125cc,59.67%,14-Jan,Injury
4/7/2021,18:09:29,Bangkok, 126cc - 150cc,18.26%,14-Jan,Injury
15/07/2021,0:47:55,Bangkok, 156cc - 300cc,1.72%,14-Jan,Injury
24/04/2021,5:40:34,Bangkok, 400cc - 1000cc,0.81%,14-Jan,Injury
25/02/2021,13:59:46,Bangkok,less-than-110cc,19.17%,14-Jan,Injury
26/05/2021,18:13:02,Bangkok,more-than-1000cc,0.10%,14-Jan,Injury
14/02/2021,4:19:57,Kanchanaburi, 111cc - 125cc,54.60%,14-Jan,Injury
12/2/2021,6:48:23,Kanchanaburi, 126cc - 150cc,3.07%,14-Jan,Injury
20/03/2021,8:41:26,Kanchanaburi, 156cc - 300cc,0.31%,14-Jan,Injury
11/11/2021,12:19:40,Kanchanaburi, 400cc - 1000cc,0.00%,14-Jan,Injury
13/01/2021,9:03:12,Kanchanaburi,less-than-110cc,41.72%,14-Jan,Injury
29/06/2021,10:21:50,Chonburi, 111cc - 125cc,58.65%,14-Jan,Injury
4/8/2021,3:20:28,Chonburi, 126cc - 150cc,6.77%,14-Jan,Injury
14/05/2021,5:24:46,Chonburi, 156cc - 300cc,0.30%,14-Jan,Injury
5/4/2021,18:07:43,Chonburi, 400cc - 1000cc,0.60%,14-Jan,Injury
13/09/2021,6:25:27,Chonburi,less-than-110cc,24.51%,14-Jan,Injury
8/8/2021,14:17:08,Chonburi,more-than-1000cc,0.00%,14-Jan,Injury
18/04/2021,21:19:59,Nakhon-Ratchasima, 111cc - 125cc,61.10%,14-Jan,Injury
7/5/2021,14:44:50,Nakhon-Ratchasima, 126cc - 150cc,3.57%,14-Jan,Injury
22/11/2021,19:13:37,Nakhon-Ratchasima, 156cc - 300cc,0.55%,14-Jan,Injury
31/05/2021,17:38:34,Nakhon-Ratchasima, 400cc - 1000cc,0.14%,14-Jan,Injury
19/02/2021,9:04:37,Nakhon-Ratchasima,less-than-110cc,34.64%,14-Jan,Injury
8/12/2021,21:10:36,Surat-Thani, 111cc - 125cc,68.48%,14-Jan,Injury
3/4/2021,18:42:17,Surat-Thani, 126cc - 150cc,4.38%,14-Jan,Injury
15/02/2021,11:07:35,Surat-Thani, 156cc - 300cc,0.18%,14-Jan,Injury
22/10/2021,19:08:02,Surat-Thani, 400cc - 1000cc,0.18%,14-Jan,Injury
15/08/2021,11:08:25,Surat-Thani,less-than-110cc,26.80%,14-Jan,Injury
7/1/2021,3:08:52,Surat-Thani,more-than-1000cc,0.00%,14-Jan,Injury
28/05/2021,21:44:14,Chiang-Mai, 111cc - 125cc,69.23%,15-19,Dead
10/2/2021,17:45:41,Chiang-Mai, 126cc - 150cc,0.00%,15-19,Dead
21/12/2021,17:31:29,Chiang-Mai, 156cc - 300cc,0.00%,15-19,Dead
30/04/2021,14:54:43,Chiang-Mai, 400cc - 1000cc,0.00%,15-19,Dead
12/3/2021,13:25:47,Chiang-Mai,less-than-110cc,30.77%,15-19,Dead
27/01/2021,6:30:22,Bangkok, 111cc - 125cc,70.97%,15-19,Dead
11/8/2021,16:38:23,Bangkok, 126cc - 150cc,16.13%,15-19,Dead
18/05/2021,21:24:04,Bangkok, 156cc - 300cc,0.00%,15-19,Dead
11/4/2021,19:53:23,Bangkok, 400cc - 1000cc,6.45%,15-19,Dead
2/5/2021,11:43:38,Bangkok,less-than-110cc,6.45%,15-19,Dead
27/08/2021,7:16:12,Kanchanaburi, 111cc - 125cc,69.23%,15-19,Dead
8/2/2021,22:55:19,Kanchanaburi, 126cc - 150cc,7.69%,15-19,Dead
20/02/2021,1:02:53,Kanchanaburi,less-than-110cc,23.08%,15-19,Dead
26/08/2021,20:29:08,Chonburi, 111cc - 125cc,47.37%,15-19,Dead
16/08/2021,22:39:50,Chonburi, 126cc - 150cc,15.79%,15-19,Dead
9/2/2021,18:46:34,Chonburi, 400cc - 1000cc,0.00%,15-19,Dead
22/11/2021,17:04:43,Chonburi,less-than-110cc,31.58%,15-19,Dead
26/10/2021,18:49:01,Nakhon-Ratchasima, 111cc - 125cc,73.33%,15-19,Dead
22/01/2021,16:36:32,Nakhon-Ratchasima, 126cc - 150cc,0.00%,15-19,Dead
18/09/2021,2:41:59,Nakhon-Ratchasima, 156cc - 300cc,3.33%,15-19,Dead
3/5/2021,7:17:25,Nakhon-Ratchasima,less-than-110cc,23.33%,15-19,Dead
23/10/2021,6:23:05,Surat-Thani, 111cc - 125cc,54.55%,15-19,Dead
28/03/2021,19:45:29,Surat-Thani,less-than-110cc,45.45%,15-19,Dead
31/01/2021,16:10:28,Chiang-Mai, 111cc - 125cc,61.09%,15-19,Injury
18/11/2021,0:40:10,Chiang-Mai, 126cc - 150cc,8.80%,15-19,Injury
16/02/2021,0:33:10,Chiang-Mai, 156cc - 300cc,0.35%,15-19,Injury
4/11/2021,4:58:16,Chiang-Mai, 400cc - 1000cc,0.18%,15-19,Injury
10/10/2021,9:13:18,Chiang-Mai,less-than-110cc,29.58%,15-19,Injury
9/4/2021,14:21:33,Bangkok, 111cc - 125cc,63.01%,15-19,Injury
21/07/2021,3:08:56,Bangkok, 126cc - 150cc,20.65%,15-19,Injury
5/4/2021,9:43:16,Bangkok, 156cc - 300cc,0.64%,15-19,Injury
1/12/2021,12:04:31,Bangkok, 400cc - 1000cc,0.32%,15-19,Injury
28/08/2021,5:11:33,Bangkok,less-than-110cc,15.25%,15-19,Injury
16/10/2021,23:19:01,Bangkok,more-than-1000cc,0.02%,15-19,Injury
22/09/2021,13:15:07,Kanchanaburi, 111cc - 125cc,60.95%,15-19,Injury
2/1/2021,21:25:43,Kanchanaburi, 126cc - 150cc,4.76%,15-19,Injury
29/11/2021,6:06:04,Kanchanaburi, 156cc - 300cc,0.48%,15-19,Injury
30/07/2021,17:48:30,Kanchanaburi, 400cc - 1000cc,0.00%,15-19,Injury
22/03/2021,15:51:28,Kanchanaburi,less-than-110cc,33.57%,15-19,Injury
18/09/2021,8:57:44,Chonburi, 111cc - 125cc,59.86%,15-19,Injury
1/6/2021,7:10:21,Chonburi, 126cc - 150cc,13.00%,15-19,Injury
16/11/2021,20:08:15,Chonburi, 156cc - 300cc,0.46%,15-19,Injury
15/04/2021,11:55:09,Chonburi, 400cc - 1000cc,0.11%,15-19,Injury
14/05/2021,1:16:57,Chonburi,less-than-110cc,20.07%,15-19,Injury
22/02/2021,23:54:05,Chonburi,more-than-1000cc,0.00%,15-19,Injury
15/11/2021,5:33:14,Nakhon-Ratchasima, 111cc - 125cc,60.93%,15-19,Injury
27/10/2021,8:35:10,Nakhon-Ratchasima, 126cc - 150cc,4.61%,15-19,Injury
18/09/2021,19:48:21,Nakhon-Ratchasima, 156cc - 300cc,0.17%,15-19,Injury
21/09/2021,17:04:26,Nakhon-Ratchasima, 400cc - 1000cc,0.06%,15-19,Injury
7/1/2021,23:19:41,Nakhon-Ratchasima,less-than-110cc,34.24%,15-19,Injury
22/04/2021,9:48:32,Surat-Thani, 111cc - 125cc,70.98%,15-19,Injury
27/01/2021,16:17:37,Surat-Thani, 126cc - 150cc,6.47%,15-19,Injury
20/11/2021,5:42:19,Surat-Thani, 156cc - 300cc,0.39%,15-19,Injury
3/6/2021,7:37:13,Surat-Thani, 400cc - 1000cc,0.00%,15-19,Injury
30/09/2021,16:16:57,Surat-Thani,less-than-110cc,21.96%,15-19,Injury
18/04/2021,13:56:14,Surat-Thani,more-than-1000cc,0.00%,15-19,Injury
13/08/2021,6:38:13,Chiang-Mai, 111cc - 125cc,53.85%,19-24,Dead
12/1/2021,14:13:39,Chiang-Mai, 126cc - 150cc,17.95%,19-24,Dead
19/11/2021,16:26:17,Chiang-Mai, 156cc - 300cc,7.69%,19-24,Dead
25/09/2021,11:52:46,Chiang-Mai, 400cc - 1000cc,0.00%,19-24,Dead
20/03/2021,13:32:36,Chiang-Mai,less-than-110cc,20.51%,19-24,Dead
22/05/2021,0:02:44,Bangkok, 111cc - 125cc,50.55%,19-24,Dead
14/06/2021,7:54:35,Bangkok, 126cc - 150cc,24.18%,19-24,Dead
9/11/2021,0:24:03,Bangkok, 156cc - 300cc,2.20%,19-24,Dead
5/9/2021,15:54:09,Bangkok, 400cc - 1000cc,12.09%,19-24,Dead
29/12/2021,19:51:09,Bangkok,less-than-110cc,10.99%,19-24,Dead
24/01/2021,16:59:42,Bangkok,more-than-1000cc,0.00%,19-24,Dead
6/3/2021,22:07:49,Kanchanaburi, 111cc - 125cc,35.71%,19-24,Dead
28/02/2021,9:23:52,Kanchanaburi, 126cc - 150cc,28.57%,19-24,Dead
7/12/2021,17:33:22,Kanchanaburi, 156cc - 300cc,0.00%,19-24,Dead
19/03/2021,8:55:49,Kanchanaburi, 400cc - 1000cc,0.00%,19-24,Dead
12/3/2021,19:01:32,Kanchanaburi,less-than-110cc,35.71%,19-24,Dead
17/04/2021,7:34:07,Chonburi, 111cc - 125cc,52.00%,19-24,Dead
25/08/2021,4:16:30,Chonburi, 126cc - 150cc,12.00%,19-24,Dead
15/06/2021,16:59:17,Chonburi, 156cc - 300cc,4.00%,19-24,Dead
21/03/2021,9:14:28,Chonburi, 400cc - 1000cc,6.00%,19-24,Dead
22/03/2021,22:42:08,Chonburi,less-than-110cc,10.00%,19-24,Dead
2/1/2021,21:24:27,Chonburi,more-than-1000cc,0.00%,19-24,Dead
29/01/2021,8:33:30,Nakhon-Ratchasima, 111cc - 125cc,72.92%,19-24,Dead
26/11/2021,16:30:45,Nakhon-Ratchasima, 126cc - 150cc,10.42%,19-24,Dead
11/12/2021,16:06:10,Nakhon-Ratchasima, 156cc - 300cc,4.17%,19-24,Dead
26/10/2021,16:35:59,Nakhon-Ratchasima, 400cc - 1000cc,0.00%,19-24,Dead
2/1/2021,13:00:26,Nakhon-Ratchasima,less-than-110cc,12.50%,19-24,Dead
6/7/2021,9:38:13,Nakhon-Ratchasima,more-than-1000cc,0.00%,19-24,Dead
17/06/2021,14:37:15,Surat-Thani, 111cc - 125cc,47.06%,19-24,Dead
25/06/2021,10:25:40,Surat-Thani, 126cc - 150cc,11.76%,19-24,Dead
4/7/2021,7:51:26,Surat-Thani, 156cc - 300cc,0.00%,19-24,Dead
13/10/2021,13:27:45,Surat-Thani, 400cc - 1000cc,23.53%,19-24,Dead
9/5/2021,9:20:59,Surat-Thani,less-than-110cc,17.65%,19-24,Dead
26/05/2021,3:06:12,Chiang-Mai, 111cc - 125cc,57.68%,19-24,Injury
11/5/2021,10:28:16,Chiang-Mai, 126cc - 150cc,10.85%,19-24,Injury
28/10/2021,8:54:16,Chiang-Mai, 156cc - 300cc,0.71%,19-24,Injury
19/04/2021,7:19:16,Chiang-Mai, 400cc - 1000cc,0.30%,19-24,Injury
4/5/2021,5:00:42,Chiang-Mai,less-than-110cc,30.34%,19-24,Injury
2/6/2021,0:13:37,Chiang-Mai,more-than-1000cc,0.00%,19-24,Injury
6/6/2021,17:45:18,Bangkok, 111cc - 125cc,56.27%,19-24,Injury
17/06/2021,4:32:42,Bangkok, 126cc - 150cc,27.57%,19-24,Injury
16/08/2021,9:25:42,Bangkok, 156cc - 300cc,2.57%,19-24,Injury
6/5/2021,22:59:16,Bangkok, 400cc - 1000cc,1.73%,19-24,Injury
25/03/2021,18:01:21,Bangkok,less-than-110cc,11.54%,19-24,Injury
19/03/2021,1:17:33,Bangkok,more-than-1000cc,0.04%,19-24,Injury
28/03/2021,23:11:19,Kanchanaburi, 111cc - 125cc,60.94%,19-24,Injury
16/09/2021,16:35:31,Kanchanaburi, 126cc - 150cc,9.25%,19-24,Injury
10/7/2021,4:38:44,Kanchanaburi, 156cc - 300cc,0.94%,19-24,Injury
27/03/2021,20:42:40,Kanchanaburi, 400cc - 1000cc,0.19%,19-24,Injury
7/10/2021,13:28:28,Kanchanaburi,less-than-110cc,28.30%,19-24,Injury
4/9/2021,18:20:41,Chonburi, 111cc - 125cc,53.60%,19-24,Injury
3/2/2021,14:50:20,Chonburi, 126cc - 150cc,17.36%,19-24,Injury
16/01/2021,16:49:17,Chonburi, 156cc - 300cc,1.89%,19-24,Injury
13/03/2021,9:15:01,Chonburi, 400cc - 1000cc,1.85%,19-24,Injury
27/11/2021,13:16:44,Chonburi,less-than-110cc,16.87%,19-24,Injury
7/5/2021,8:10:55,Chonburi,more-than-1000cc,0.04%,19-24,Injury
2/11/2021,6:45:09,Nakhon-Ratchasima, 111cc - 125cc,59.81%,19-24,Injury
23/05/2021,20:04:34,Nakhon-Ratchasima, 126cc - 150cc,11.22%,19-24,Injury
10/1/2021,2:01:51,Nakhon-Ratchasima, 156cc - 300cc,0.96%,19-24,Injury
10/5/2021,12:46:28,Nakhon-Ratchasima, 400cc - 1000cc,0.91%,19-24,Injury
22/04/2021,22:35:40,Nakhon-Ratchasima,less-than-110cc,26.97%,19-24,Injury
5/1/2021,15:34:52,Surat-Thani, 111cc - 125cc,67.05%,19-24,Injury
24/11/2021,13:48:35,Surat-Thani, 126cc - 150cc,8.63%,19-24,Injury
5/9/2021,11:31:08,Surat-Thani, 156cc - 300cc,1.15%,19-24,Injury
8/9/2021,1:08:56,Surat-Thani, 400cc - 1000cc,0.86%,19-24,Injury
24/02/2021,7:03:06,Surat-Thani,less-than-110cc,22.30%,19-24,Injury
5/7/2021,12:24:44,Surat-Thani,more-than-1000cc,0.00%,19-24,Injury
8/5/2021,19:39:51,Chiang-Mai, 111cc - 125cc,53.52%,25-35,Dead
4/11/2021,1:41:06,Chiang-Mai, 126cc - 150cc,8.45%,25-35,Dead
27/05/2021,4:00:03,Chiang-Mai, 156cc - 300cc,1.41%,25-35,Dead
5/1/2021,7:04:40,Chiang-Mai, 400cc - 1000cc,5.63%,25-35,Dead
21/02/2021,4:58:20,Chiang-Mai,less-than-110cc,29.58%,25-35,Dead
21/08/2021,15:25:41,Chiang-Mai,more-than-1000cc,1.41%,25-35,Dead
25/02/2021,10:42:46,Bangkok, 111cc - 125cc,43.28%,25-35,Dead
15/01/2021,11:16:34,Bangkok, 126cc - 150cc,29.85%,25-35,Dead
20/02/2021,15:58:28,Bangkok, 156cc - 300cc,6.72%,25-35,Dead
11/4/2021,6:56:19,Bangkok, 400cc - 1000cc,8.96%,25-35,Dead
14/10/2021,7:53:16,Bangkok,less-than-110cc,10.45%,25-35,Dead
17/06/2021,4:38:11,Bangkok,more-than-1000cc,0.00%,25-35,Dead
28/09/2021,9:18:34,Kanchanaburi, 111cc - 125cc,47.06%,25-35,Dead
22/03/2021,8:20:35,Kanchanaburi, 126cc - 150cc,11.76%,25-35,Dead
18/07/2021,20:01:48,Kanchanaburi, 156cc - 300cc,0.00%,25-35,Dead
30/05/2021,0:31:27,Kanchanaburi, 400cc - 1000cc,5.88%,25-35,Dead
23/06/2021,18:09:03,Kanchanaburi,less-than-110cc,35.29%,25-35,Dead
19/08/2021,16:07:44,Kanchanaburi,more-than-1000cc,0.00%,25-35,Dead
12/11/2021,20:40:21,Chonburi, 111cc - 125cc,48.91%,25-35,Dead
7/9/2021,9:12:56,Chonburi, 126cc - 150cc,16.30%,25-35,Dead
6/10/2021,21:57:06,Chonburi, 156cc - 300cc,2.17%,25-35,Dead
7/7/2021,2:04:25,Chonburi, 400cc - 1000cc,7.61%,25-35,Dead
19/10/2021,11:08:11,Chonburi,less-than-110cc,10.87%,25-35,Dead
18/12/2021,12:10:13,Chonburi,more-than-1000cc,0.00%,25-35,Dead
14/01/2021,9:40:47,Nakhon-Ratchasima, 111cc - 125cc,54.10%,25-35,Dead
2/10/2021,3:13:41,Nakhon-Ratchasima, 126cc - 150cc,11.48%,25-35,Dead
26/04/2021,4:14:52,Nakhon-Ratchasima, 156cc - 300cc,4.92%,25-35,Dead
13/09/2021,6:57:52,Nakhon-Ratchasima, 400cc - 1000cc,4.92%,25-35,Dead
21/04/2021,12:32:23,Nakhon-Ratchasima,less-than-110cc,24.59%,25-35,Dead
17/06/2021,8:36:28,Nakhon-Ratchasima,more-than-1000cc,0.00%,25-35,Dead
17/04/2021,9:16:58,Surat-Thani, 111cc - 125cc,58.82%,25-35,Dead
6/2/2021,22:57:10,Surat-Thani, 126cc - 150cc,17.65%,25-35,Dead
30/04/2021,11:55:14,Surat-Thani, 156cc - 300cc,0.00%,25-35,Dead
13/03/2021,6:49:31,Surat-Thani, 400cc - 1000cc,0.00%,25-35,Dead
15/08/2021,9:32:59,Surat-Thani,less-than-110cc,23.53%,25-35,Dead
4/2/2021,20:23:22,Surat-Thani,more-than-1000cc,0.00%,25-35,Dead
2/8/2021,14:29:39,Chiang-Mai, 111cc - 125cc,56.87%,25-35,Injury
29/11/2021,8:25:54,Chiang-Mai, 126cc - 150cc,9.05%,25-35,Injury
21/06/2021,8:38:45,Chiang-Mai, 156cc - 300cc,1.02%,25-35,Injury
26/08/2021,14:37:13,Chiang-Mai, 400cc - 1000cc,1.19%,25-35,Injury
3/2/2021,22:51:03,Chiang-Mai,less-than-110cc,31.66%,25-35,Injury
22/11/2021,20:12:10,Chiang-Mai,more-than-1000cc,0.07%,25-35,Injury
8/1/2021,17:23:33,Bangkok, 111cc - 125cc,57.24%,25-35,Injury
27/12/2021,7:48:51,Bangkok, 126cc - 150cc,23.90%,25-35,Injury
17/02/2021,17:24:44,Bangkok, 156cc - 300cc,3.08%,25-35,Injury
2/12/2021,13:42:05,Bangkok, 400cc - 1000cc,2.17%,25-35,Injury
28/06/2021,14:23:20,Bangkok,less-than-110cc,13.31%,25-35,Injury
4/3/2021,3:10:49,Bangkok,more-than-1000cc,0.08%,25-35,Injury
1/4/2021,20:51:48,Kanchanaburi, 111cc - 125cc,56.53%,25-35,Injury
2/12/2021,23:10:58,Kanchanaburi, 126cc - 150cc,7.99%,25-35,Injury
19/05/2021,9:24:41,Kanchanaburi, 156cc - 300cc,2.15%,25-35,Injury
10/2/2021,18:55:42,Kanchanaburi, 400cc - 1000cc,1.54%,25-35,Injury
12/8/2021,15:00:27,Kanchanaburi,less-than-110cc,31.64%,25-35,Injury
10/4/2021,16:42:07,Kanchanaburi,more-than-1000cc,0.00%,25-35,Injury
18/05/2021,6:15:20,Chonburi, 111cc - 125cc,56.32%,25-35,Injury
23/10/2021,5:43:30,Chonburi, 126cc - 150cc,14.12%,25-35,Injury
3/2/2021,4:33:31,Chonburi, 156cc - 300cc,1.87%,25-35,Injury
8/3/2021,4:28:47,Chonburi, 400cc - 1000cc,2.44%,25-35,Injury
21/08/2021,15:45:44,Chonburi,less-than-110cc,17.67%,25-35,Injury
12/2/2021,18:12:45,Chonburi,more-than-1000cc,0.05%,25-35,Injury
1/10/2021,0:10:22,Nakhon-Ratchasima, 111cc - 125cc,59.72%,25-35,Injury
19/03/2021,7:24:16,Nakhon-Ratchasima, 126cc - 150cc,9.27%,25-35,Injury
24/10/2021,8:42:19,Nakhon-Ratchasima, 156cc - 300cc,1.50%,25-35,Injury
25/02/2021,0:06:02,Nakhon-Ratchasima, 400cc - 1000cc,1.38%,25-35,Injury
3/8/2021,4:27:46,Nakhon-Ratchasima,less-than-110cc,27.92%,25-35,Injury
27/03/2021,14:03:45,Nakhon-Ratchasima,more-than-1000cc,0.08%,25-35,Injury
29/07/2021,0:34:11,Surat-Thani, 111cc - 125cc,65.63%,25-35,Injury
22/04/2021,16:20:37,Surat-Thani, 126cc - 150cc,8.62%,25-35,Injury
16/06/2021,3:31:15,Surat-Thani, 156cc - 300cc,1.26%,25-35,Injury
26/06/2021,8:08:20,Surat-Thani, 400cc - 1000cc,1.26%,25-35,Injury
15/12/2021,14:23:14,Surat-Thani,less-than-110cc,22.99%,25-35,Injury
10/2/2021,6:03:28,Surat-Thani,more-than-1000cc,0.11%,25-35,Injury
5/8/2021,2:18:32,Chiang-Mai, 111cc - 125cc,64.18%,36-60,Dead
18/09/2021,16:17:45,Chiang-Mai, 126cc - 150cc,2.99%,36-60,Dead
5/1/2021,5:27:41,Chiang-Mai, 156cc - 300cc,0.00%,36-60,Dead
24/11/2021,11:54:02,Chiang-Mai, 400cc - 1000cc,1.49%,36-60,Dead
15/08/2021,4:31:04,Chiang-Mai,less-than-110cc,31.34%,36-60,Dead
18/03/2021,10:18:04,Chiang-Mai,more-than-1000cc,0.00%,36-60,Dead
10/6/2021,5:53:03,Bangkok, 111cc - 125cc,59.07%,36-60,Dead
12/9/2021,6:20:33,Bangkok, 126cc - 150cc,15.54%,36-60,Dead
6/8/2021,21:59:03,Bangkok, 156cc - 300cc,2.07%,36-60,Dead
22/07/2021,13:59:16,Bangkok, 400cc - 1000cc,2.59%,36-60,Dead
26/07/2021,16:10:11,Bangkok,less-than-110cc,20.73%,36-60,Dead
30/11/2021,15:25:43,Bangkok,more-than-1000cc,0.00%,36-60,Dead
10/6/2021,8:33:03,Kanchanaburi, 111cc - 125cc,60.61%,36-60,Dead
20/01/2021,16:17:28,Kanchanaburi, 126cc - 150cc,9.09%,36-60,Dead
24/11/2021,13:29:57,Kanchanaburi, 156cc - 300cc,6.06%,36-60,Dead
22/01/2021,11:30:57,Kanchanaburi, 400cc - 1000cc,0.00%,36-60,Dead
11/1/2021,20:32:46,Kanchanaburi,less-than-110cc,24.24%,36-60,Dead
20/06/2021,7:55:16,Chonburi, 111cc - 125cc,53.91%,36-60,Dead
19/07/2021,23:19:11,Chonburi, 126cc - 150cc,12.17%,36-60,Dead
22/10/2021,0:17:01,Chonburi, 156cc - 300cc,2.61%,36-60,Dead
23/07/2021,2:44:31,Chonburi, 400cc - 1000cc,2.61%,36-60,Dead
28/03/2021,10:47:12,Chonburi,less-than-110cc,23.48%,36-60,Dead
29/12/2021,22:29:40,Chonburi,more-than-1000cc,0.87%,36-60,Dead
15/06/2021,23:53:26,Nakhon-Ratchasima, 111cc - 125cc,51.49%,36-60,Dead
11/1/2021,13:21:37,Nakhon-Ratchasima, 126cc - 150cc,4.95%,36-60,Dead
18/10/2021,7:30:29,Nakhon-Ratchasima, 156cc - 300cc,0.00%,36-60,Dead
20/09/2021,21:46:52,Nakhon-Ratchasima, 400cc - 1000cc,3.96%,36-60,Dead
11/4/2021,19:57:31,Nakhon-Ratchasima,less-than-110cc,38.61%,36-60,Dead
31/10/2021,23:46:25,Nakhon-Ratchasima,more-than-1000cc,0.99%,36-60,Dead
27/03/2021,18:46:25,Surat-Thani, 111cc - 125cc,64.29%,36-60,Dead
29/04/2021,22:55:52,Surat-Thani, 126cc - 150cc,0.00%,36-60,Dead
25/05/2021,15:53:06,Surat-Thani, 156cc - 300cc,2.38%,36-60,Dead
7/3/2021,8:54:43,Surat-Thani, 400cc - 1000cc,4.76%,36-60,Dead
27/11/2021,18:33:48,Surat-Thani,less-than-110cc,28.57%,36-60,Dead
18/12/2021,11:32:43,Chiang-Mai, 111cc - 125cc,55.98%,36-60,Injury
8/9/2021,13:57:36,Chiang-Mai, 126cc - 150cc,4.86%,36-60,Injury
1/10/2021,8:52:21,Chiang-Mai, 156cc - 300cc,0.32%,36-60,Injury
19/03/2021,7:17:56,Chiang-Mai, 400cc - 1000cc,0.57%,36-60,Injury
22/10/2021,16:39:28,Chiang-Mai,less-than-110cc,38.12%,36-60,Injury
3/2/2021,8:14:37,Chiang-Mai,more-than-1000cc,0.15%,36-60,Injury
21/08/2021,5:09:58,Bangkok, 111cc - 125cc,62.75%,36-60,Injury
17/02/2021,13:21:56,Bangkok, 126cc - 150cc,15.63%,36-60,Injury
2/1/2021,21:30:34,Bangkok, 156cc - 300cc,1.43%,36-60,Injury
12/1/2021,14:50:56,Bangkok, 400cc - 1000cc,0.92%,36-60,Injury
10/5/2021,15:54:18,Bangkok,less-than-110cc,19.11%,36-60,Injury
16/08/2021,1:38:19,Bangkok,more-than-1000cc,0.05%,36-60,Injury
7/8/2021,0:56:34,Kanchanaburi, 111cc - 125cc,52.10%,36-60,Injury
17/01/2021,1:10:08,Kanchanaburi, 126cc - 150cc,3.25%,36-60,Injury
20/05/2021,18:42:58,Kanchanaburi, 156cc - 300cc,0.86%,36-60,Injury
3/4/2021,0:27:10,Kanchanaburi, 400cc - 1000cc,0.43%,36-60,Injury
23/08/2021,23:06:45,Kanchanaburi,less-than-110cc,43.03%,36-60,Injury
20/09/2021,3:10:31,Kanchanaburi,more-than-1000cc,0.17%,36-60,Injury
23/04/2021,17:54:12,Chonburi, 111cc - 125cc,57.26%,36-60,Injury
1/9/2021,8:23:20,Chonburi, 126cc - 150cc,7.45%,36-60,Injury
1/3/2021,11:04:08,Chonburi, 156cc - 300cc,0.67%,36-60,Injury
14/08/2021,21:40:39,Chonburi, 400cc - 1000cc,1.04%,36-60,Injury
3/8/2021,13:43:56,Chonburi,less-than-110cc,26.28%,36-60,Injury
7/8/2021,10:48:47,Chonburi,more-than-1000cc,0.10%,36-60,Injury
24/04/2021,23:10:13,Nakhon-Ratchasima, 111cc - 125cc,56.78%,36-60,Injury
28/04/2021,17:52:11,Nakhon-Ratchasima, 126cc - 150cc,4.34%,36-60,Injury
8/12/2021,17:34:55,Nakhon-Ratchasima, 156cc - 300cc,0.37%,36-60,Injury
19/07/2021,9:41:32,Nakhon-Ratchasima, 400cc - 1000cc,0.50%,36-60,Injury
21/06/2021,16:59:19,Nakhon-Ratchasima,less-than-110cc,37.91%,36-60,Injury
22/06/2021,19:59:17,Nakhon-Ratchasima,more-than-1000cc,0.05%,36-60,Injury
22/06/2021,7:26:16,Surat-Thani, 111cc - 125cc,63.81%,36-60,Injury
2/6/2021,2:44:36,Surat-Thani, 126cc - 150cc,4.15%,36-60,Injury
3/7/2021,18:03:39,Surat-Thani, 156cc - 300cc,0.35%,36-60,Injury
29/09/2021,10:01:54,Surat-Thani, 400cc - 1000cc,0.35%,36-60,Injury
18/01/2021,19:33:43,Surat-Thani,less-than-110cc,31.27%,36-60,Injury
22/04/2021,2:41:35,Surat-Thani,more-than-1000cc,0.00%,36-60,Injury
13/06/2021,21:30:00,Chiang-Mai, 111cc - 125cc,50.00%,60++,Dead
15/05/2021,1:01:30,Chiang-Mai, 126cc - 150cc,7.50%,60++,Dead
28/01/2021,9:40:58,Chiang-Mai, 156cc - 300cc,0.00%,60++,Dead
28/10/2021,21:50:31,Chiang-Mai, 400cc - 1000cc,0.00%,60++,Dead
9/5/2021,1:20:33,Chiang-Mai,less-than-110cc,42.50%,60++,Dead
5/3/2021,18:14:12,Bangkok, 111cc - 125cc,55.32%,60++,Dead
8/4/2021,22:09:00,Bangkok, 126cc - 150cc,23.40%,60++,Dead
1/4/2021,18:34:24,Bangkok, 156cc - 300cc,0.00%,60++,Dead
15/12/2021,17:39:21,Bangkok, 400cc - 1000cc,0.00%,60++,Dead
14/08/2021,19:28:00,Bangkok,less-than-110cc,21.28%,60++,Dead
15/11/2021,14:16:50,Bangkok,more-than-1000cc,0.00%,60++,Dead
22/01/2021,14:39:46,Kanchanaburi, 111cc - 125cc,31.58%,60++,Dead
11/3/2021,6:14:07,Kanchanaburi, 156cc - 300cc,0.00%,60++,Dead
30/05/2021,11:51:25,Kanchanaburi,less-than-110cc,63.16%,60++,Dead
6/2/2021,23:46:09,Chonburi, 111cc - 125cc,45.16%,60++,Dead
29/11/2021,0:27:52,Chonburi, 126cc - 150cc,6.45%,60++,Dead
25/01/2021,20:08:33,Chonburi, 156cc - 300cc,0.00%,60++,Dead
18/04/2021,12:04:02,Chonburi, 400cc - 1000cc,3.23%,60++,Dead
1/7/2021,19:44:07,Chonburi,less-than-110cc,41.94%,60++,Dead
